id,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
14548,Maruti Wagon R,Maruti,Wagon R,13,70000,Dealer,Petrol,Manual,21.79,998,67.05,5,124000
14549,BMW 5,BMW,5,3,23000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,4000000
14550,Hyundai Grand,Hyundai,Grand,5,20000,Individual,Petrol,Manual,18.9,1197,82,5,439000
14551,Toyota Fortuner,Toyota,Fortuner,7,85000,Individual,Diesel,Manual,13,2982,168.5,7,1600000
14552,Hyundai Grand,Hyundai,Grand,7,41000,Dealer,Petrol,Manual,18.9,1197,82,5,380000
14553,Tata Sumo,Tata,Sumo,4,49137,Dealer,Diesel,Manual,15.3,2956,83.8,9,375000
14554,Honda Brio,Honda,Brio,10,62000,Dealer,Petrol,Manual,19.4,1198,86.8,5,245000
14555,Renault Duster,Renault,Duster,4,35000,Individual,Petrol,Manual,14.19,1498,104.5,5,585000
14556,Honda City,Honda,City,10,62000,Dealer,Petrol,Manual,17,1497,118,5,360000
14557,Hyundai Verna,Hyundai,Verna,2,4900,Dealer,Petrol,Manual,17,1591,121.3,5,945000
14558,Skoda Superb,Skoda,Superb,9,55200,Dealer,Petrol,Manual,13.14,1798,157.8,5,525000
14559,Maruti Ritz,Maruti,Ritz,10,65000,Dealer,Petrol,Manual,18.5,1197,85.8,5,200000
14560,Maruti S-Cross,Maruti,S-Cross,3,28000,Dealer,Diesel,Manual,25.1,1248,88.5,5,865000
14561,Hyundai Grand,Hyundai,Grand,4,48000,Dealer,Diesel,Manual,24,1120,70,5,395000
14562,Volkswagen Polo,Volkswagen,Polo,5,38060,Dealer,Petrol,Automatic,17.21,1197,103.5,5,675000
14563,Toyota Fortuner,Toyota,Fortuner,9,102000,Dealer,Diesel,Manual,12.55,2982,168.5,7,880000
14564,Hyundai i10,Hyundai,i10,11,65000,Dealer,Petrol,Manual,19.81,1086,68.05,5,175000
14565,Maruti Ritz,Maruti,Ritz,6,11500,Dealer,Petrol,Manual,21.1,1197,85.8,5,424000
14566,Maruti Alto,Maruti,Alto,6,25864,Dealer,Petrol,Manual,22.74,796,47.3,5,265000
14567,Hyundai Verna,Hyundai,Verna,9,94892,Dealer,Diesel,Manual,22.32,1582,126.3,5,310000
14568,Toyota Innova,Toyota,Innova,6,140000,Dealer,Diesel,Manual,12.8,2494,102,7,875000
14569,Ford Ecosport,Ford,Ecosport,4,15000,Individual,Petrol,Automatic,14.8,1497,121.36,5,800000
14570,Honda City,Honda,City,5,53000,Dealer,Petrol,Automatic,18,1497,117.3,5,890000
14571,Ford Ecosport,Ford,Ecosport,3,9929,Trustmark Dealer,Petrol,Manual,17,1497,121.36,5,750000
14572,Skoda Octavia,Skoda,Octavia,5,120000,Individual,Diesel,Automatic,19.3,1968,141,5,1150000
14573,Honda Brio,Honda,Brio,9,59830,Dealer,Petrol,Manual,19.4,1198,86.8,5,285000
14574,Toyota Corolla,Toyota,Corolla,12,49000,Dealer,Petrol,Manual,14.53,1798,138.1,5,285000
14575,BMW 5,BMW,5,0,2000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,4850000
14576,Nissan Sunny,Nissan,Sunny,9,215000,Individual,Diesel,Manual,21.64,1461,84.8,5,175000
14577,Honda Brio,Honda,Brio,9,58000,Dealer,Petrol,Manual,19.4,1198,86.8,5,269000
14578,BMW 3,BMW,3,11,48000,Dealer,Petrol,Automatic,12.05,1995,154,5,680000
14579,Maruti Ritz,Maruti,Ritz,8,81566,Individual,Diesel,Manual,23.2,1248,73.94,5,258000
14580,Honda Jazz,Honda,Jazz,6,60000,Dealer,Petrol,Manual,18.7,1199,88.7,5,495000
14581,Hyundai i20,Hyundai,i20,10,75000,Dealer,Petrol,Manual,17,1197,80,5,255000
14582,Renault KWID,Renault,KWID,4,31851,Dealer,Petrol,Manual,25.17,799,53.3,5,278000
14583,Tata Zest,Tata,Zest,7,54000,Dealer,Diesel,Manual,20.65,1248,88.7,5,475000
14584,Mahindra XUV500,Mahindra,XUV500,5,35000,Individual,Diesel,Manual,16,2179,140,7,900000
14585,Renault Duster,Renault,Duster,7,62000,Dealer,Diesel,Manual,19.01,1461,108.45,5,475000
14586,BMW 7,BMW,7,7,65000,Dealer,Diesel,Automatic,16.46,2993,258,5,2590000
14587,Toyota Innova,Toyota,Innova,4,67500,Dealer,Diesel,Manual,13.68,2393,147.51,8,1350000
14588,Audi Q3,Audi,Q3,4,18000,Dealer,Petrol,Automatic,11.72,1984,207,5,2575000
14589,Hyundai i20,Hyundai,i20,9,108000,Individual,Diesel,Manual,21.9,1396,90,5,220000
14590,Renault KWID,Renault,KWID,5,22779,Dealer,Petrol,Manual,25.17,799,53.3,5,300000
14591,Hyundai Creta,Hyundai,Creta,5,30000,Dealer,Petrol,Manual,15.8,1591,121.3,5,950000
14592,Hyundai Creta,Hyundai,Creta,6,77000,Dealer,Diesel,Manual,21.38,1396,88.7,5,775000
14593,Maruti SX4,Maruti,SX4,6,80000,Individual,Diesel,Manual,22.7,1598,118,5,700000
14594,Hyundai Grand,Hyundai,Grand,4,56302,Dealer,Diesel,Manual,24,1186,73.97,5,440000
14595,Maruti Alto,Maruti,Alto,2,25000,Individual,Petrol,Manual,24.7,796,47.3,5,300000
14596,Maruti Wagon R,Maruti,Wagon R,11,315000,Individual,Petrol,Manual,18.9,1061,67,5,130000
14597,Hyundai i10,Hyundai,i10,9,72000,Dealer,Petrol,Manual,20.36,1197,78.9,5,240000
14598,Renault KWID,Renault,KWID,4,20000,Dealer,Petrol,Manual,22.3,799,53.26,5,275000
14599,Toyota Prius,Toyota,Prius,9,80000,Dealer,Petrol,Automatic,23.91,1798,97.8,5,1250000
14600,Hyundai Santro,Hyundai,Santro,13,81000,Individual,Petrol,Manual,17.92,1086,62.1,5,125000
14601,Hyundai i10,Hyundai,i10,10,82110,Dealer,Petrol,Manual,20.36,1197,78.9,5,265000
14602,Hyundai Verna,Hyundai,Verna,8,67000,Dealer,Petrol,Automatic,17.1,1591,121.4,5,465000
14603,Chevrolet Trailblazer,Chevrolet,Trailblazer,4,42000,Dealer,Diesel,Automatic,11.45,2776,197.2,7,1395000
14604,Maruti Vitara,Maruti,Vitara,3,38300,Dealer,Diesel,Manual,24.3,1248,88.5,5,750000
14605,Hyundai Grand,Hyundai,Grand,5,13229,Trustmark Dealer,Petrol,Manual,18.9,1197,82,5,500000
14606,Honda City,Honda,City,6,32000,Dealer,Petrol,Manual,17.4,1497,117.6,5,755000
14607,Hyundai i20,Hyundai,i20,7,80000,Individual,Diesel,Manual,21.9,1396,88.76,5,350000
14608,Hyundai i20,Hyundai,i20,11,68000,Individual,Petrol,Manual,18.5,1197,80,5,180000
14609,Maruti Alto,Maruti,Alto,6,56660,Dealer,Petrol,Manual,23.95,998,67.05,5,250000
14610,Hyundai Grand,Hyundai,Grand,6,46000,Dealer,Diesel,Manual,24,1120,70,5,335000
14611,Maruti Swift,Maruti,Swift,3,4000,Individual,Petrol,Manual,22,1197,81.8,5,490000
14612,Mahindra Quanto,Mahindra,Quanto,7,76000,Dealer,Diesel,Manual,17.21,1493,100,7,295000
14613,Ford Ecosport,Ford,Ecosport,4,54000,Dealer,Diesel,Manual,23,1498,98.96,5,680000
14614,Hyundai Creta,Hyundai,Creta,3,19800,Individual,Diesel,Manual,22.1,1396,88.7,5,1050000
14615,Volkswagen Vento,Volkswagen,Vento,7,55000,Dealer,Diesel,Manual,22.27,1498,108.6,5,375000
14616,Honda City,Honda,City,4,55000,Dealer,Petrol,Manual,17,1497,118,5,745000
14617,Maruti Eeco,Maruti,Eeco,5,38640,Dealer,CNG,Manual,15.1,1196,73,5,285000
14618,Hyundai i20,Hyundai,i20,2,28000,Dealer,Petrol,Manual,18.6,1197,81.83,5,630000
14619,Toyota Camry,Toyota,Camry,5,80000,Dealer,Petrol,Automatic,19.16,2494,157.7,5,1995000
14620,Renault KWID,Renault,KWID,3,8000,Dealer,Petrol,Manual,25.17,799,53.3,5,300000
14621,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,11,50001,Dealer,Petrol,Automatic,10.13,3498,364.9,5,1751000
14622,Maruti SX4,Maruti,SX4,14,60000,Individual,Petrol,Manual,15,1586,104.68,5,155000
14623,Audi A4,Audi,A4,5,55000,Dealer,Petrol,Automatic,17.84,1395,147.51,5,1850000
14624,Volkswagen Polo,Volkswagen,Polo,3,54495,Dealer,Diesel,Manual,20.14,1498,88,5,538000
14625,Jaguar XF,Jaguar,XF,9,30000,Dealer,Diesel,Automatic,14.74,2993,270.9,5,1550000
14626,Renault Duster,Renault,Duster,9,66000,Individual,Diesel,Manual,19.01,1461,108.45,5,428000
14627,Hyundai Santa,Hyundai,Santa,9,105000,Dealer,Diesel,Automatic,11.72,2199,194.3,7,625000
14628,Chevrolet Beat,Chevrolet,Beat,11,60000,Individual,Petrol,Manual,18.6,1199,79.4,5,130000
14629,Maruti Baleno,Maruti,Baleno,3,16315,Dealer,Petrol,Manual,21.4,1197,83.1,5,590000
14630,Maruti Swift,Maruti,Swift,1,9000,Individual,Petrol,Manual,21.21,1197,81.8,5,550000
14631,Honda Accord,Honda,Accord,9,76000,Dealer,Petrol,Manual,10.2,2354,180,5,690000
14632,Nissan Terrano,Nissan,Terrano,7,57000,Dealer,Diesel,Manual,19.01,1461,108.5,5,400000
14633,Toyota Innova,Toyota,Innova,5,35000,Dealer,Petrol,Manual,11.25,2694,163.7,7,1575000
14634,BMW 6,BMW,6,3,20000,Dealer,Petrol,Automatic,14.28,1998,254.7,4,4575000
14635,Maruti Ciaz,Maruti,Ciaz,6,102000,Individual,Petrol,Manual,20.73,1373,91.1,5,551000
14636,Hyundai Venue,Hyundai,Venue,1,10000,Dealer,Diesel,Manual,23.7,1396,88.7,5,1039000
14637,Maruti Swift Dzire,Maruti,Swift Dzire,10,83000,Individual,Petrol,Manual,17.5,1298,85.8,5,220000
14638,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,6,65000,Dealer,Diesel,Automatic,13,2987,261.5,5,2500000
14639,Ford Ecosport,Ford,Ecosport,5,41666,Dealer,Petrol,Automatic,15.63,1499,110.4,5,715000
14640,Maruti Swift,Maruti,Swift,6,46138,Trustmark Dealer,Petrol,Manual,20.4,1197,81.8,5,400000
14641,Maruti Eeco,Maruti,Eeco,5,55000,Individual,CNG,Manual,21.94,1196,61.7,5,270000
14642,Maruti Swift Dzire,Maruti,Swift Dzire,3,36725,Dealer,Petrol,Automatic,21.21,1197,81.8,5,725000
14643,Toyota Etios,Toyota,Etios,10,65555,Dealer,Petrol,Manual,16.78,1496,88.73,5,265000
14644,Honda WR-V,Honda,WR-V,4,50000,Dealer,Diesel,Manual,25.5,1498,98.6,5,700000
14645,Volvo XC,Volvo,XC,1,9000,Dealer,Diesel,Automatic,17.2,1969,235,7,8195000
14646,Toyota Fortuner,Toyota,Fortuner,4,45000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2750000
14647,Maruti Ertiga,Maruti,Ertiga,5,58000,Dealer,Diesel,Manual,25.47,1248,88.5,7,665000
14648,Maruti Baleno,Maruti,Baleno,4,46931,Trustmark Dealer,Petrol,Manual,21.01,1197,81.8,5,500000
14649,Hyundai i20,Hyundai,i20,5,30000,Individual,Diesel,Manual,22.54,1396,88.73,5,554000
14650,Nissan Sunny,Nissan,Sunny,8,62000,Dealer,Diesel,Manual,22.71,1461,84.8,5,360000
14651,Honda City,Honda,City,4,15000,Dealer,Petrol,Manual,16.8,1497,116.3,5,835000
14652,Volkswagen Polo,Volkswagen,Polo,6,34156,Dealer,Petrol,Manual,16.47,1198,74,5,445000
14653,Honda Brio,Honda,Brio,9,49454,Dealer,Petrol,Manual,18.5,1198,86.8,5,265000
14654,Honda City,Honda,City,7,70000,Dealer,Diesel,Manual,26,1498,98.6,5,550000
14655,Maruti Swift,Maruti,Swift,2,18800,Dealer,Petrol,Manual,20.4,1197,83.11,5,515000
14656,Maruti Ciaz,Maruti,Ciaz,6,49000,Dealer,Diesel,Manual,28.09,1248,88.5,5,550000
14657,Mahindra Quanto,Mahindra,Quanto,7,16000,Dealer,Diesel,Manual,17.21,1493,100,7,375000
14658,Honda BRV,Honda,BRV,5,35000,Dealer,Petrol,Manual,15.4,1497,117.3,7,500000
14659,Maruti SX4,Maruti,SX4,6,62000,Dealer,Diesel,Manual,22.7,1598,118,5,550000
14660,Volkswagen Vento,Volkswagen,Vento,8,75000,Dealer,Diesel,Manual,20.54,1598,103.6,5,365000
14661,Honda City,Honda,City,7,56000,Dealer,Petrol,Manual,17.4,1497,117.3,5,500000
14662,Land Rover Rover,Land Rover,Rover,3,18000,Dealer,Diesel,Automatic,18,2993,255,7,4500000
14663,Tata Tiago,Tata,Tiago,2,23000,Dealer,Petrol,Manual,23.84,1199,84,5,445000
14664,Mercedes-Benz A,Mercedes-Benz,A,8,76000,Dealer,Diesel,Automatic,20,2143,107.3,5,1031000
14665,Maruti Baleno,Maruti,Baleno,4,20000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,710000
14666,Maruti Vitara,Maruti,Vitara,5,120000,Individual,Diesel,Manual,24.3,1248,88.5,5,700000
14667,Maruti Wagon R,Maruti,Wagon R,6,53000,Dealer,CNG,Manual,26.2,998,58.2,5,350000
14668,Maruti Swift Dzire,Maruti,Swift Dzire,8,112000,Individual,Diesel,Manual,23.4,1248,74,5,345000
14669,Nissan Micra,Nissan,Micra,4,19567,Dealer,Petrol,Automatic,19.34,1198,75.94,5,575000
14670,Audi Q3,Audi,Q3,8,80000,Dealer,Diesel,Automatic,15.73,1968,174.33,5,1800000
14671,Ford Figo,Ford,Figo,10,43493,Dealer,Petrol,Manual,15.6,1196,70,5,199000
14672,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,3,6577,Dealer,Petrol,Automatic,14.74,1991,181.03,5,3480000
14673,Honda Amaze,Honda,Amaze,3,6905,Dealer,Petrol,Automatic,19,1199,88.76,5,750000
14674,Maruti Celerio,Maruti,Celerio,4,24513,Dealer,Petrol,Manual,21.63,998,67.04,5,525000
14675,Maruti Swift,Maruti,Swift,5,76508,Trustmark Dealer,Petrol,Manual,20.4,1197,83.11,5,399000
14676,Hyundai Verna,Hyundai,Verna,4,28500,Dealer,Diesel,Manual,22.32,1582,126.3,5,825000
14677,Honda City,Honda,City,12,77000,Dealer,Petrol,Manual,17,1497,118,5,385000
14678,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,125000,Dealer,Petrol,Automatic,12.3,1796,185,5,1525000
14679,Honda Amaze,Honda,Amaze,3,18000,Dealer,Petrol,Automatic,18.1,1199,88.7,5,635000
14680,Maruti Wagon R,Maruti,Wagon R,6,23853,Dealer,Petrol,Automatic,21.79,998,67.05,5,460000
14681,Hyundai Verna,Hyundai,Verna,8,78000,Dealer,Diesel,Manual,22.32,1582,126.3,5,450000
14682,Honda WR-V,Honda,WR-V,4,79000,Dealer,Petrol,Manual,17.5,1199,88.7,5,715000
14683,Tata Indica,Tata,Indica,6,156000,Individual,Diesel,Manual,25,1396,69,5,130000
14684,Honda City,Honda,City,9,37323,Dealer,Petrol,Manual,17,1497,118,5,400000
14685,Renault KWID,Renault,KWID,4,22000,Dealer,Petrol,Manual,23.01,999,67,5,295000
14686,Maruti Swift,Maruti,Swift,4,95000,Dealer,Diesel,Manual,28.4,1248,74,5,615000
14687,Hyundai EON,Hyundai,EON,7,39000,Individual,Petrol,Manual,21.1,814,55.2,5,270000
14688,Ford Fiesta,Ford,Fiesta,15,80000,Individual,Petrol,Manual,15.3,1596,101,5,150000
14689,Maruti Alto,Maruti,Alto,7,70000,Individual,Petrol,Manual,22.74,796,47.3,5,175000
14690,Maruti Eeco,Maruti,Eeco,5,203125,Individual,Petrol,Manual,15.37,1196,73,5,240000
14691,Maruti Ciaz,Maruti,Ciaz,5,24603,Dealer,Petrol,Manual,20.73,1373,91.1,5,695000
14692,Honda Mobilio,Honda,Mobilio,7,59000,Dealer,Diesel,Manual,24.2,1498,98.6,7,450000
14693,Maruti 800,Maruti,800,8,36000,Individual,Petrol,Manual,16.1,796,37,4,170000
14694,BMW 3,BMW,3,8,80000,Dealer,Diesel,Automatic,18.88,1995,184,5,1600000
14695,Maruti Ertiga,Maruti,Ertiga,3,75000,Dealer,Diesel,Manual,25.47,1248,88.5,7,950000
14696,Hyundai i20,Hyundai,i20,9,64198,Dealer,Diesel,Manual,21.9,1396,90,5,415000
14697,Ford Figo,Ford,Figo,10,57342,Dealer,Petrol,Manual,15.6,1196,70,5,250000
14698,Maruti Wagon R,Maruti,Wagon R,3,15000,Individual,Petrol,Manual,20.51,998,67.04,5,440000
14699,Hyundai i20,Hyundai,i20,5,60000,Individual,Petrol,Manual,17.19,1197,81.86,5,600000
14700,Maruti Ertiga,Maruti,Ertiga,7,60000,Individual,Petrol,Manual,16.02,1373,93.7,7,650000
14701,Honda Amaze,Honda,Amaze,8,42000,Dealer,Diesel,Manual,25.8,1498,98.6,5,475000
14702,Maruti Celerio,Maruti,Celerio,6,57226,Dealer,Petrol,Automatic,23.1,998,67.04,5,450000
14703,Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,24.7,796,47.3,5,240000
14704,Honda Jazz,Honda,Jazz,3,17843,Dealer,Petrol,Automatic,17.1,1199,88.51,5,925000
14705,Volkswagen Vento,Volkswagen,Vento,6,61000,Dealer,Petrol,Manual,15.04,1598,103.2,5,530000
14706,Maruti Baleno,Maruti,Baleno,3,40000,Individual,Petrol,Manual,21.4,1197,83.1,5,520000
14707,Hyundai Grand,Hyundai,Grand,4,38343,Dealer,Petrol,Manual,18.9,1197,81.86,5,530000
14708,Hyundai Grand,Hyundai,Grand,7,56494,Dealer,Diesel,Manual,24,1120,70,5,390000
14709,Tata Zest,Tata,Zest,3,120000,Individual,Diesel,Manual,22.95,1248,74,5,425000
14710,Nissan Terrano,Nissan,Terrano,7,46000,Dealer,Diesel,Manual,20.45,1461,83.8,5,660000
14711,Hyundai i10,Hyundai,i10,8,32545,Dealer,Petrol,Manual,20.36,1197,78.9,5,325000
14712,Honda Amaze,Honda,Amaze,3,26718,Dealer,Diesel,Manual,24.7,1498,98.63,5,935000
14713,Nissan Sunny,Nissan,Sunny,8,60000,Individual,Petrol,Manual,16.95,1498,97.7,5,290000
14714,Hyundai EON,Hyundai,EON,8,80000,Individual,Petrol,Manual,21.1,814,55.2,5,160000
14715,Renault Pulse,Renault,Pulse,9,72046,Dealer,Diesel,Manual,23.08,1461,63.1,5,195000
14716,Mahindra XUV500,Mahindra,XUV500,3,17750,Dealer,Diesel,Automatic,16,2179,140,7,1675000
14717,Honda City,Honda,City,3,20000,Dealer,Petrol,Manual,17.4,1497,117.6,5,1245000
14718,Ford Ecosport,Ford,Ecosport,6,15000,Individual,Diesel,Manual,22.77,1498,98.59,5,770000
14719,Hyundai Verna,Hyundai,Verna,8,75842,Dealer,Diesel,Automatic,22.32,1582,126.32,5,625000
14720,Honda Brio,Honda,Brio,8,61950,Dealer,Petrol,Manual,19.4,1198,86.8,5,415000
14721,Maruti Celerio,Maruti,Celerio,5,70000,Individual,Petrol,Manual,23.1,998,67.04,5,420000
14722,Maruti Eeco,Maruti,Eeco,6,60200,Dealer,CNG,Manual,21.94,1196,61.7,5,385000
14723,Maruti Vitara,Maruti,Vitara,2,13000,Dealer,Diesel,Manual,24.3,1248,88.5,5,951000
14724,Maruti Ertiga,Maruti,Ertiga,8,90000,Individual,Diesel,Manual,20.77,1248,88.76,7,600000
14725,Maruti Eeco,Maruti,Eeco,2,70000,Individual,Petrol,Manual,15.37,1196,73,5,400000
14726,Maruti Ritz,Maruti,Ritz,11,41000,Dealer,Petrol,Manual,21.1,1197,85.8,5,261000
14727,Maruti Ertiga,Maruti,Ertiga,4,34000,Dealer,Diesel,Manual,24.52,1248,88.5,7,885000
14728,Renault KWID,Renault,KWID,2,10000,Individual,Petrol,Manual,23.01,999,67,5,410000
14729,Maruti Ertiga,Maruti,Ertiga,7,53247,Dealer,CNG,Manual,22.8,1373,80.9,7,599000
14730,Hyundai Xcent,Hyundai,Xcent,3,10000,Individual,Petrol,Manual,20.14,1197,81.86,5,560000
14731,Maruti Ritz,Maruti,Ritz,6,55000,Dealer,Diesel,Manual,23.2,1248,73.94,5,535000
14732,Tata Indica,Tata,Indica,14,60000,Individual,Diesel,Manual,17.5,1396,70,5,115000
14733,Honda City,Honda,City,6,37000,Dealer,Petrol,Manual,17.4,1497,117.3,5,715000
14734,Maruti Omni,Maruti,Omni,8,50000,Individual,Petrol,Manual,16.8,796,34.2,8,140000
14735,Maruti Vitara,Maruti,Vitara,4,114000,Dealer,Diesel,Manual,24.3,1248,88.5,5,775000
14736,Maruti Ertiga,Maruti,Ertiga,8,61034,Dealer,Diesel,Manual,20.77,1248,88.8,7,735000
14737,BMW X1,BMW,X1,9,69000,Dealer,Diesel,Automatic,19.62,1998,190,5,1350000
14738,Hyundai Santro,Hyundai,Santro,13,54000,Dealer,Petrol,Manual,17.92,1086,62.1,5,235000
14739,Maruti Swift Dzire,Maruti,Swift Dzire,3,24381,Dealer,Petrol,Automatic,18.5,1197,83.14,5,725000
14740,Mahindra XUV500,Mahindra,XUV500,3,68000,Dealer,Diesel,Manual,16,2179,140,7,1650000
14741,Honda Amaze,Honda,Amaze,7,92500,Individual,Diesel,Manual,25.8,1498,98.6,5,300000
14742,Honda Brio,Honda,Brio,6,19000,Dealer,Petrol,Manual,18.5,1198,86.8,5,335000
14743,Tata Nexon,Tata,Nexon,4,41000,Dealer,Diesel,Manual,21.5,1497,108.5,5,825000
14744,Chevrolet Captiva,Chevrolet,Captiva,11,52000,Dealer,Diesel,Automatic,12.5,1991,147.9,7,575000
14745,Volkswagen Polo,Volkswagen,Polo,5,820000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,695000
14746,Tata Indica,Tata,Indica,12,69000,Dealer,Diesel,Manual,22.3,1248,74,5,250000
14747,Volkswagen Vento,Volkswagen,Vento,6,40000,Individual,Petrol,Manual,15.04,1598,103.2,5,500000
14748,Maruti Swift,Maruti,Swift,10,120000,Individual,Diesel,Manual,22.9,1248,74,5,250000
14749,Hyundai i20,Hyundai,i20,6,32000,Dealer,Petrol,Manual,18.6,1197,81.83,5,550000
14750,Honda City,Honda,City,4,70000,Dealer,Petrol,Manual,17.4,1497,117.6,5,835000
14751,Honda WR-V,Honda,WR-V,2,30000,Individual,Petrol,Manual,17.5,1199,88.7,5,865000
14752,Maruti Ritz,Maruti,Ritz,9,67000,Dealer,Diesel,Manual,21.1,1248,73.9,5,400000
14753,Hyundai Grand,Hyundai,Grand,6,54000,Dealer,Petrol,Manual,18.9,1197,81.86,5,365000
14754,Toyota Fortuner,Toyota,Fortuner,4,56000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2599000
14755,Mercedes-Benz GLE,Mercedes-Benz,GLE,5,111000,Dealer,Diesel,Automatic,11.57,2987,254.79,5,3695000
14756,BMW 3,BMW,3,11,95000,Dealer,Diesel,Automatic,13.2,1995,170,5,1040000
14757,Maruti Baleno,Maruti,Baleno,4,26000,Dealer,Petrol,Manual,21.4,1197,83.1,5,770000
14758,Maruti Swift Dzire,Maruti,Swift Dzire,7,70000,Dealer,Petrol,Manual,19.1,1197,85.8,5,450000
14759,Maruti Swift Dzire,Maruti,Swift Dzire,7,55000,Dealer,Petrol,Manual,20.85,1197,83.14,5,511000
14760,Hyundai Creta,Hyundai,Creta,5,25286,Dealer,Petrol,Automatic,13,1591,121.3,5,1025000
14761,Honda CR-V,Honda,CR-V,11,137000,Dealer,Petrol,Manual,10.8,2354,152,5,535000
14762,Mahindra XUV500,Mahindra,XUV500,6,186000,Individual,Diesel,Manual,15.1,2179,140,7,1000000
14763,Tata Indigo,Tata,Indigo,13,120000,Individual,Diesel,Manual,17,1405,70,5,120000
14764,Toyota Camry,Toyota,Camry,6,60000,Individual,Electric,Automatic,19.16,2494,157.7,5,2000000
14765,Mercedes-Benz M-Class,Mercedes-Benz,M-Class,6,58000,Dealer,Diesel,Automatic,15.26,2143,203.2,5,2790000
14766,Hyundai Santro,Hyundai,Santro,3,2925,Dealer,Petrol,Manual,20.3,1086,68.07,5,525000
14767,Tata Nano,Tata,Nano,7,29000,Dealer,Petrol,Manual,25.4,624,37.5,4,195000
14768,Tata Harrier,Tata,Harrier,2,13000,Dealer,Diesel,Manual,17,1956,138.1,5,1711000
14769,Toyota Innova,Toyota,Innova,10,213141,Dealer,Diesel,Manual,12.8,2494,102,7,775000
14770,Ford Ecosport,Ford,Ecosport,3,16000,Dealer,Petrol,Manual,15.9,1496,120.69,5,875000
14771,Hyundai i20,Hyundai,i20,5,8500,Dealer,Petrol,Manual,18.5,1197,80,5,540000
14772,Hyundai Creta,Hyundai,Creta,5,60000,Individual,Diesel,Manual,19.67,1582,126.2,5,800000
14773,Honda City,Honda,City,4,35000,Individual,Diesel,Manual,26,1498,98.6,5,850000
14774,Volkswagen Polo,Volkswagen,Polo,6,38000,Dealer,Petrol,Manual,16.47,1198,74,5,475000
14775,Hyundai EON,Hyundai,EON,4,10000,Individual,Petrol,Manual,21.1,814,55.2,5,290000
14776,Honda Amaze,Honda,Amaze,6,73000,Dealer,Petrol,Manual,18,1198,86.7,5,465000
14777,Hyundai Grand,Hyundai,Grand,5,28500,Dealer,Petrol,Manual,18.9,1197,82,5,535000
14778,Hyundai i20,Hyundai,i20,3,114252,Individual,Diesel,Manual,22.54,1396,88.73,5,750000
14779,Renault KWID,Renault,KWID,5,26844,Dealer,Petrol,Manual,25.17,799,53.3,5,295000
14780,Skoda Rapid,Skoda,Rapid,3,60000,Dealer,Diesel,Automatic,21.72,1498,108.6,5,990000
14781,Hyundai i20,Hyundai,i20,3,29000,Dealer,Petrol,Automatic,17.4,1197,81.86,5,895000
14782,BMW 5,BMW,5,11,90000,Dealer,Diesel,Automatic,11.5,2993,235,5,1695000
14783,Tata Zest,Tata,Zest,6,58000,Dealer,Diesel,Manual,23,1248,88.7,5,355000
14784,Maruti Swift,Maruti,Swift,9,112755,Dealer,Diesel,Manual,22.9,1248,74,5,485000
14785,Maruti Wagon R,Maruti,Wagon R,7,43932,Dealer,Petrol,Manual,20.51,998,67.04,5,320000
14786,Maruti Ritz,Maruti,Ritz,7,100000,Individual,Petrol,Manual,18.5,1197,85.8,5,320000
14787,Toyota Innova,Toyota,Innova,5,56000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1625000
14788,Honda City,Honda,City,3,29000,Dealer,Petrol,Manual,17.4,1497,117.6,5,850000
14789,Hyundai Grand,Hyundai,Grand,4,38465,Individual,Diesel,Manual,24,1186,73.97,5,500000
14790,Nissan Micra,Nissan,Micra,3,25000,Individual,Petrol,Manual,19.49,1198,67.04,5,450000
14791,Toyota Yaris,Toyota,Yaris,3,25000,Individual,Petrol,Automatic,17.8,1496,105.5,5,1050000
14792,Mahindra Bolero,Mahindra,Bolero,6,90000,Individual,Diesel,Manual,15.96,2523,62.1,7,550000
14793,Maruti Ritz,Maruti,Ritz,6,56458,Dealer,Petrol,Manual,18.5,1197,85.8,5,475000
14794,Nissan Sunny,Nissan,Sunny,6,57468,Dealer,Petrol,Automatic,17.97,1498,99.6,5,441000
14795,Hyundai Venue,Hyundai,Venue,2,14500,Dealer,Petrol,Manual,18.27,998,118.35,5,1025000
14796,Toyota Innova,Toyota,Innova,4,65000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1375000
14797,Mahindra Scorpio,Mahindra,Scorpio,4,37000,Dealer,Diesel,Manual,15.4,1997,120,7,1090000
14798,Hyundai i10,Hyundai,i10,7,96000,Dealer,Petrol,Manual,20.36,1197,78.9,5,385000
